# MSD for model_a_600K from trajectories/model_a_ramp_600K.lammpstrj
# unwrapped=True; n_li=4; dt_fs=0.25; frame_steps=100; frame_dt_ps=0.025000
# columns: lag time (ps), 3D MSD, x-y MSD, z MSD (all A^2), time origins averaged, Li atoms averaged
time_ps,msd_3d_A2,msd_xy_A2,msd_z_A2,n_origins,n_li
8.625000,4063.043964,4062.927885,0.116079,56,4
8.650000,4087.690516,4087.579473,0.111044,55,4
8.675000,4112.476673,4112.367047,0.109627,54,4
8.700000,4137.431171,4137.320036,0.111134,53,4
8.725000,4162.549791,4162.435436,0.114355,52,4
8.750000,4187.769752,4187.651444,0.118308,51,4
8.775000,4213.046281,4212.924528,0.121753,50,4
8.800000,4238.415553,4238.293507,0.122046,49,4
8.825000,4263.933551,4263.815007,0.118544,48,4
8.850000,4289.594446,4289.480596,0.113850,47,4
8.875000,4315.298769,4315.188398,0.110371,46,4
8.900000,4340.990675,4340.881892,0.108783,45,4
8.925000,4366.726387,4366.616949,0.109438,44,4
8.950000,4392.580781,4392.466801,0.113979,43,4
8.975000,4418.584875,4418.463249,0.121625,42,4
9.000000,4444.692089,4444.562429,0.129659,41,4
9.025000,4470.789299,4470.655996,0.133302,40,4
9.050000,4496.848304,4496.717024,0.131280,39,4
9.075000,4522.908792,4522.781651,0.127140,38,4
9.100000,4548.963926,4548.842730,0.121196,37,4
9.125000,4575.036811,4574.923761,0.113050,36,4
9.150000,4601.072065,4600.963326,0.108739,35,4
9.175000,4627.088974,4626.974291,0.114682,34,4
9.200000,4653.202056,4653.073750,0.128306,33,4
9.225000,4679.417016,4679.276936,0.140079,32,4
9.250000,4705.719778,4705.576421,0.143357,31,4
9.275000,4732.159886,4732.021420,0.138466,30,4
9.300000,4758.808889,4758.681063,0.127826,29,4
9.325000,4785.627659,4785.513374,0.114285,28,4
9.350000,4812.572845,4812.469878,0.102966,27,4
9.375000,4839.773871,4839.671555,0.102316,26,4
9.400000,4867.268655,4867.155037,0.113618,25,4
9.425000,4894.995826,4894.862642,0.133185,24,4
9.450000,4922.955115,4922.804991,0.150124,23,4
9.475000,4951.225734,4951.072429,0.153305,22,4
9.500000,4979.818095,4979.675433,0.142662,21,4
9.525000,5008.777733,5008.658487,0.119246,20,4
9.550000,5038.012829,5037.921842,0.090987,19,4
9.575000,5067.305492,5067.233719,0.071773,18,4
9.600000,5096.552461,5096.480473,0.071988,17,4
9.625000,5125.589961,5125.497983,0.091979,16,4
9.650000,5154.508475,5154.382922,0.125553,15,4
9.675000,5183.344787,5183.185948,0.158838,14,4
9.700000,5211.826993,5211.650784,0.176209,13,4
9.725000,5239.927127,5239.759833,0.167294,12,4
9.750000,5267.428913,5267.295914,0.132999,11,4
